name,gender,date_of_birth,email,phone,department_name,job_title
Mr. Rasel Iqbal,Male,1975-01-14,1814170947@yopmail.com,1814170947,Production (SPPL-CTG),Sub Assistant Engineer
Mr.Rasel Mahmud,Male,1975-01-14,1814170948@yopmail.com,1814170948,Mechanical (SCCL-DF),Assistant Technician
Mr.Rashidunnabi,Male,1975-01-14,1814170949@yopmail.com,1814170949,Electrical & Instrument (SCCL-DF),Assistant Electrician
Mr. Remon Barua,Male,1975-01-14,1814170950@yopmail.com,1814170950,Blow Mould,Helper
Mr.Remon Hossain,Male,1975-01-14,1814170951@yopmail.com,1814170951,Mechanical (SCCL-DF),Technician
Mr.Riad,Male,1975-01-14,1814170952@yopmail.com,1814170952,Mechanical (SCCL-DF),Technician
Mr. Riajul Islam,Male,1975-01-14,1814170953@yopmail.com,1814170953,Electrical & Instrument (SCCL-DF),Ins. Helper
Mr. Ripan Chakma,Male,1975-01-14,1814170954@yopmail.com,1814170954,Electrical (SPPL-CTG),Sub-Asstt Engineer
Mr. Rixon Malakar,Male,1975-01-14,1814170955@yopmail.com,1814170955,HR & Admin (SPPL-CTG),"Officer, Admin"
Mr.Rokunuzzaman,Male,1975-01-14,1814170956@yopmail.com,1814170956,Accounts & Finance (SCCL-HO),Assistant. Manager
Mr. Romgan Ali,Male,1975-01-14,1814170957@yopmail.com,1814170957,Mechanical (SCCL-DF),Technician
Mr.Rubel,Male,1975-01-14,1814170958@yopmail.com,1814170958,Mechanical (SCCL-DF),Assistant Technician
Mr. Ruhul Amin,Male,1975-01-14,1814170959@yopmail.com,1814170959,Service (SPL-DF),Technician
 Mr.Sabuj Hossain,Male,1975-01-14,1814170960@yopmail.com,1814170960,HR & Admin (SPL-HO),Caretaker
Mr. Sadhan Kumar Sha,Male,1975-01-14,1814170961@yopmail.com,1814170961,Operation (SPL-DF),Sr. Technician
Mr.Sagor,Male,1975-01-14,1814170962@yopmail.com,1814170962,HR & Admin (SCCL-HO),Peon
Mr. Sahadat Hossain,Male,1975-01-14,1814170963@yopmail.com,1814170963,Mechanical (SCCL-DF),Operator
Mr. Saidul Hasan,Male,1975-01-14,1814170964@yopmail.com,1814170964,Production (SPPL-CTG),Asst. General Manager
Mr. Saidul Islam,Male,1975-01-14,1814170965@yopmail.com,1814170965,Mechanical (SCCL-DF),Operator
Mr.Saidul Islam-2,Male,1975-01-14,1814170966@yopmail.com,1814170966,HR & Admin (SCCL-DF),Operator Brine
Mr.Saiful Islam,Male,1975-01-14,1814170967@yopmail.com,1814170967,Security,SY.Guard
Mr.Saiful Islam,Male,1975-01-14,1814170968@yopmail.com,1814170968,Quality Assurance (SCCL-DF),Lab Assistant
Mr.Saju Mutsuddi,Male,1975-01-14,1814170969@yopmail.com,1814170969,Service (SPL-CTG),Deputy Manager
Mr.Salauddin Khokon,Male,1975-01-14,1814170970@yopmail.com,1814170970,Production (SCCL-DF),"Operator, Pay-loader"
Mr. Samsul Alam,Male,1975-01-14,1814170971@yopmail.com,1814170971,Production (SPPL-CTG),Sub Assistant Engineer
Mr.Sanjit Majumder,Male,1975-01-14,1814170972@yopmail.com,1814170972,HR & Admin (SCCL-CTG),Cleaner
Mr.Santash ,Male,1975-01-14,1814170973@yopmail.com,1814170973,Mechanical (SCCL-DF),Jr. Technician
Mr. Sarwar Kamal,Male,1975-01-14,1814170974@yopmail.com,1814170974,Production (SPPL-CTG),Sr.Officer
Mr. Sayad Ahmed Sikder,Male,1975-01-14,1814170975@yopmail.com,1814170975,HR & Admin (SPPL-CTG),Security Guard
Mr. Saylesh Chandra Pal,Male,1975-01-14,1814170976@yopmail.com,1814170976,Instrument & Control (SPPL-CTG),Sr.Technician
Mrs.Fatema Tuz Zohora,Male,1975-01-14,1814170977@yopmail.com,1814170977,Quality Assurance (SSCL-CTG),Chemist(R&D)
Mr.Shadiqul Haqe,Male,1975-01-14,1814170978@yopmail.com,1814170978,HR & Admin (SCCL-DF),Security Guard
Mr.Shafiqul Islam,Male,1975-01-14,1814170979@yopmail.com,1814170979,HR & Admin (SCCL-HO),Driver
Mr.Shahab Ali,Male,1975-01-14,1814170980@yopmail.com,1814170980,HR & Admin (SCCL-DF),Security Guard
Mr. Shahadath Hossan,Male,1975-01-14,1814170981@yopmail.com,1814170981,Production (SPPL-CTG),Junior Operator
Mr.Shahidul Islam-2,Male,1975-01-14,1814170982@yopmail.com,1814170982,Mechanical (SCCL-DF),Assistant Technician
Mr.Shaifuddin,Male,1975-01-14,1814170983@yopmail.com,1814170983,Blow Mould,Helper
Mr. Shakawat Hossen,Male,1975-01-14,1814170984@yopmail.com,1814170984,Production (SPPL-CTG),Trainee Operater
Mr. Sharan Barua,Male,1975-01-14,1814170985@yopmail.com,1814170985,Quality Assurance (SPPL-CTG),"Chemist, QC"
Mr.Sheikh Abdullah Shawon,Male,1975-01-14,1814170986@yopmail.com,1814170986,Operation (SPPL-HO),Technician
Mr.Sheikh Ruhul Quddus,Male,1975-01-14,1814170987@yopmail.com,1814170987,Accounts & Finance (SCCL-HO),"Senior Officer,"
Mr. Shikat Babu Rubal,Male,1975-01-14,1814170988@yopmail.com,1814170988,Production (SPPL-CTG),Officer
Mr.Shofi Alam,Male,1975-01-14,1814170989@yopmail.com,1814170989,Transport,Driver
Mr. Sirajul Munir,Male,1975-01-14,1814170990@yopmail.com,1814170990,Quality Assurance (SPPL-CTG),Asstt. Chemist
Mrs.Nipa Das gupta,Male,1975-01-14,1814170991@yopmail.com,1814170991,Quality Assurance (SSCL-CTG),Chemist(R&D)
Mr. Soila Marma,Male,1975-01-14,1814170992@yopmail.com,1814170992,HR & Admin (SCCL-DF),Asst. Manager
Mr. Sourav Biswas,Male,1975-01-14,1814170993@yopmail.com,1814170993,Electrical (SPPL-CTG),Trainee Engineer
Mrs.Shahanara Ferdous,Male,1975-01-14,1814170994@yopmail.com,1814170994,HR & Admin (SCCL-HO),Jr. Officer
Mr. Sudipta Mitra,Male,1975-01-14,1814170995@yopmail.com,1814170995,Production (SPPL-CTG),Engineer (Process)
Mr. Sujan Saha,Male,1975-01-14,1814170996@yopmail.com,1814170996,Production (SPPL-CTG),Trainee Operater
Mr. Sujoy Saha,Male,1975-01-14,1814170997@yopmail.com,1814170997,Operation (SPL-DF),Technician
Mr. Sukanta Dev Roy,Male,1975-01-14,1814170998@yopmail.com,1814170998,Mechanical (SPPL-CTG),Sub Assistant Engineer
Mr. Sukanto ,Male,1975-01-14,1814170999@yopmail.com,1814170999,Operation (SPL-DF),Asst. Technician
Mr.Sumon Kumar Mondol,Male,1975-01-14,1814171000@yopmail.com,1814171000,Electrical & Instrument (SCCL-DF),Sub Assistant Engineer
Mr. Swadesh Roy,Male,1975-01-14,1814171001@yopmail.com,1814171001,Production (SCCL-DF),Operator
Mr. Swapan Chandra Mazumdar,Male,1975-01-14,1814171002@yopmail.com,1814171002,Production (SPPL-CTG),Jetty Operator
Mr.Tajul Islam,Male,1975-01-14,1814171003@yopmail.com,1814171003,Mechanical (SCCL-DF),Mechanical Fitter
Mr. Tanvir Ahmed,Male,1975-01-14,1814171004@yopmail.com,1814171004,Production (SPPL-CTG),Engineer (Process)
Mr.Tapan Das,Male,1975-01-14,1814171005@yopmail.com,1814171005,Security,SY.Guard
Mr. Tapan Dey,Male,1975-01-14,1814171006@yopmail.com,1814171006,Electrical (SPPL-CTG),"Sr. Operator, Electrical"
Mr. Tapas Nag,Male,1975-01-14,1814171007@yopmail.com,1814171007,Production (SPPL-CTG),Jr. Officer
Mr. Taposh Debnath,Male,1975-01-14,1814171008@yopmail.com,1814171008,Production (SPPL-CTG),Trainee Operater
Mr.Tareq Mahmud,Male,1975-01-14,1814171009@yopmail.com,1814171009,Mechanical (SPPL-CTG),"Sub-Asstt Engineer,Civil"
Mr. Thanbir Islam,Male,1975-01-14,1814171010@yopmail.com,1814171010,Inspection & Safety (SPPL-CTG),Trainee Fire Fighter
Mr. Tuhidul Islam,Male,1975-01-14,1814171011@yopmail.com,1814171011,Production (SSCL-CTG),Operator
Mr. Ubaching Marma,Male,1975-01-14,1814171012@yopmail.com,1814171012,Production (SSCL-CTG),Lab. Asst.
Mr. Uttam Kumar Dey,Male,1975-01-14,1814171013@yopmail.com,1814171013,HR & Admin (SPPL-CTG),Driver
Mr. Wahidunnabi,Male,1975-01-14,1814171014@yopmail.com,1814171014,Accounts & Finance (SCCL-HO),Senior Manager
Mr. Yeakub Hossain Saiful,Male,1975-01-14,1814171015@yopmail.com,1814171015,Electrical (SPPL-CTG),Helper
Mr. Younus Ali,Male,1975-01-14,1814171016@yopmail.com,1814171016,Production (SPPL-CTG),L.P.G Helper
Mr. Zahed,Male,1975-01-14,1814171017@yopmail.com,1814171017,Transport,Lorry Driver
Muhammad Alamgir Hossen,Male,1975-01-14,1814171018@yopmail.com,1814171018,Production (SCCL-CTG), Assistant Engineer
Muhammad Rejwan Billah,Male,1975-01-14,1814171019@yopmail.com,1814171019,Production (SPPL-CTG),Engineer
Muhammad Safiuddin,Male,1975-01-14,1814171020@yopmail.com,1814171020,Sales & Marketing (Export),"Sr.Executive, Export"
Muzahidul Islam,Male,1975-01-14,1814171021@yopmail.com,1814171021,HR & Admin (SCCL-DF),Security Inspector
Naim Uddin,Male,1975-01-14,1814171022@yopmail.com,1814171022,Production (SCCL-CTG),Operator
Najim Uddin Majumder,Male,1975-01-14,1814171023@yopmail.com,1814171023,Electrical (SPPL-CTG),Sub-Asstt Engineer
Nasim Anwar,Male,1975-01-14,1814171024@yopmail.com,1814171024,Operation (SCCL-HO),Advisor
Nasir Uddin,Male,1975-01-14,1814171025@yopmail.com,1814171025,Transport,Lorry Driver
Nayem Uddin,Male,1975-01-14,1814171026@yopmail.com,1814171026,Quality Assurance (SCCL-CTG),Helper
Nazmul Wadud,Male,1975-01-14,1814171027@yopmail.com,1814171027,Sales & Marketing (SSCL-HO),Deputy  Manager (S & M)
Nazrul Islam,Male,1975-01-14,1814171028@yopmail.com,1814171028,Transport,fork lift Operator
Nipok Chandra Ghosh,Male,1975-01-14,1814171029@yopmail.com,1814171029,Electrical & Instrument (SCCL-DF),Assistant. Manager
Nobel Barua,Male,1975-01-14,1814171030@yopmail.com,1814171030,Transport,Helper
Noyon Kumar  Barua,Male,1975-01-14,1814171031@yopmail.com,1814171031,Production (SCCL-CTG),Sr.Optr 
Nur Alam,Male,1975-01-14,1814171032@yopmail.com,1814171032,Transport,Helper
Nurun Nobi,Male,1975-01-14,1814171033@yopmail.com,1814171033,Production (SCCL-CTG),Operator
Pankaj Chowdhury,Male,1975-01-14,1814171034@yopmail.com,1814171034,Production (SCCL-CTG),Sr.Optr 
Parimal Chandra Paul,Male,1975-01-14,1814171035@yopmail.com,1814171035,Electrical & Instrument (SCCL-DF),Asst.Supervisor
Parvez Meah,Male,1975-01-14,1814171036@yopmail.com,1814171036,Transport,Helper
Parwat Bawm,Male,1975-01-14,1814171037@yopmail.com,1814171037,Quality Assurance (SCCL-CTG),Lab Helper
Payer Mohammad,Male,1975-01-14,1814171038@yopmail.com,1814171038,Transport,Lorry Helper
Pradip Kumar pal,Male,1975-01-14,1814171039@yopmail.com,1814171039,Production (SSCL-CTG),Operator
Prakash Paul,Male,1975-01-14,1814171040@yopmail.com,1814171040,Mechanical (SCCL-CTG),Sr.Mech 
Rahat Khan Anik,Male,1975-01-14,1814171041@yopmail.com,1814171041,Accounts & Finance (SPPL-HO),Officer
Rajesh Mutsuddi,Male,1975-01-14,1814171042@yopmail.com,1814171042,Production (SSCL-CTG),AGM
Rajib Debnath,Male,1975-01-14,1814171043@yopmail.com,1814171043,Production (SCCL-DF),"Operator, Flaking"
Rashed Khan,Male,1975-01-14,1814171044@yopmail.com,1814171044,Security,SY.Guard
Rashedul Islam,Male,1975-01-14,1814171045@yopmail.com,1814171045,Delivery & VAT (SSCL-CTG),Jr. Officer
Rezaul Khan,Male,1975-01-14,1814171046@yopmail.com,1814171046,Mechanical (SCCL-DF),Assistant Technician
Rizwana Kalam,Male,1975-01-14,1814171047@yopmail.com,1814171047,Management (SCCL-HO),Director
Ronald Rupam Biswas,Male,1975-01-14,1814171048@yopmail.com,1814171048,Production (SCCL-CTG),Trainee Engineer
Rony Barua Chowdhury,Male,1975-01-14,1814171049@yopmail.com,1814171049,Security,Security Guard
Sabbir Ahmed,Male,1975-01-14,1814171050@yopmail.com,1814171050,Quality Assurance (SCCL-CTG),Lab Assistant
Saidul Islam,Male,1975-01-14,1814171051@yopmail.com,1814171051,Electrical & Instrument (SCCL-DF),Assistant Electrician
Sajjad Hossain,Male,1975-01-14,1814171052@yopmail.com,1814171052,Production (SCCL-CTG),Operator
Salim Ahmed,Male,1975-01-14,1814171053@yopmail.com,1814171053,Blow Mould,Deputy Manager
Santo Talukder,Male,1975-01-14,1814171054@yopmail.com,1814171054,Security,SY.Guard
Sarwar Kamal Rayhan,Male,1975-01-14,1814171055@yopmail.com,1814171055,Production (SCCL-CTG),Trainee Engineer
Sazzad Hossain,Male,1975-01-14,1814171056@yopmail.com,1814171056,Electrical (SPPL-CTG),Sub-Asstt Engineer
Shadhan Kumar Kundu,Male,1975-01-14,1814171057@yopmail.com,1814171057,HR & Admin (SCCL-DF),Security Guard
Shafayet Jamil,Male,1975-01-14,1814171058@yopmail.com,1814171058,Production (SCCL-CTG),Engineer
"Shafiqul Islam,Sr-01",Male,1975-01-14,1814171059@yopmail.com,1814171059,Mechanical (SCCL-DF),Mechanical Fitter
Shafiul Azam Sujan,Male,1975-01-14,1814171060@yopmail.com,1814171060,Transport,Lorry Helper
Shafiul Islam Sumon,Male,1975-01-14,1814171061@yopmail.com,1814171061,Mechanical (SCCL-DF),Technician
Shafkat Bin Jamal,Male,1975-01-14,1814171062@yopmail.com,1814171062,Production (SCCL-CTG),Trainee Production Engineer
Shahinul Islam,Male,1975-01-14,1814171063@yopmail.com,1814171063,Production (SCCL-DF),Process Chemist
Shakauat Hossain Khan Pathan,Male,1975-01-14,1814171064@yopmail.com,1814171064,Production (SCCL-DF),Operator
Shakil,Male,1975-01-14,1814171065@yopmail.com,1814171065,Accounts & Finance (SCCL-HO),Senior Officer
Sharif Ahmad,Male,1975-01-14,1814171066@yopmail.com,1814171066,Production (SCCL-DF),"Asst. Manager, Flaking"
Shariful Alam,Male,1975-01-14,1814171067@yopmail.com,1814171067,Production (SCCL-CTG),Engineer
Sheikh Md. Rafsan,Male,1975-01-14,1814171068@yopmail.com,1814171068,Sales & Marketing (Caustic),Officer
Shifuddin,Male,1975-01-14,1814171069@yopmail.com,1814171069,Transport,Lorry Helper
Shiplo Das,Male,1975-01-14,1814171070@yopmail.com,1814171070,Blow Mould,Helper
Showkat Hossen,Male,1975-01-14,1814171071@yopmail.com,1814171071,Delivery & VAT (SCCL-CTG),Jr. Officer
Shuvankar Biswas,Male,1975-01-14,1814171072@yopmail.com,1814171072,Electrical & Instrument (SCCL-DF),Engineer
Shuvasis Datta,Male,1975-01-14,1814171073@yopmail.com,1814171073,Instrument & Control (SPPL-CTG),Engineer
Shuvo Raj Paul,Male,1975-01-14,1814171074@yopmail.com,1814171074,Electrical (SPPL-CTG),"Engineer, Electrical"
Siraj Meah,Male,1975-01-14,1814171075@yopmail.com,1814171075,Transport,Helper
SM Osman,Male,1975-01-14,1814171076@yopmail.com,1814171076,Store (SCCL-CTG),Store Clerk
SM Sarwar Alam,Male,1975-01-14,1814171077@yopmail.com,1814171077,Electrical & Instrument (SCCL-CTG),Sr. Manager
Sohel Ahmed,Male,1975-01-14,1814171078@yopmail.com,1814171078,Service (SPL-CTG),SAE
Sohel Rana,Male,1975-01-14,1814171079@yopmail.com,1814171079,Transport,Lorry Driver
Sourav Barua,Male,1975-01-14,1814171080@yopmail.com,1814171080,Production (SCCL-CTG),Trainee Engineer
Sourov Mutsuddy,Male,1975-01-14,1814171081@yopmail.com,1814171081,Operation (SPL-HO),Deputy General Manager
Sowmitro Baidho,Male,1975-01-14,1814171082@yopmail.com,1814171082,Production (SCCL-CTG),Sr.Optr 
Sudham Kumar ,Male,1975-01-14,1814171083@yopmail.com,1814171083,Electrical & Instrument (SCCL-DF),
Sugata Chakma,Male,1975-01-14,1814171084@yopmail.com,1814171084,Operation (SPPL-CTG),Jr. Officer (operation)
Sujit Kumer Choudhury,Male,1975-01-14,1814171085@yopmail.com,1814171085,Production (SCCL-DF),Manager
Sultan Ahmed,Male,1975-01-14,1814171086@yopmail.com,1814171086,Transport, Truck Driver
Sultan Ahmed,Male,1975-01-14,1814171087@yopmail.com,1814171087,,
Suman Chandra Saha,Male,1975-01-14,1814171088@yopmail.com,1814171088,Production (SCCL-DF),Sr.Officer
Sumon Barua,Male,1975-01-14,1814171089@yopmail.com,1814171089,Mechanical (SCCL-CTG),Fitter
Suruj Meah,Male,1975-01-14,1814171090@yopmail.com,1814171090,Electrical & Instrument (SCCL-CTG),Electrician
Syed Aminul Islam,Male,1975-01-14,1814171091@yopmail.com,1814171091,Production (SCCL-CTG),Trainee Production Engineer
Syed Muhamad Amran,Male,1975-01-14,1814171092@yopmail.com,1814171092,Supply Chain Local (SCCL-HO),Manager
Tamzid Azim,Male,1975-01-14,1814171093@yopmail.com,1814171093,Electrical (SPPL-CTG),"Engineer, Electrical"
Tarek Ahmed,Male,1975-01-14,1814171094@yopmail.com,1814171094,Production (SCCL-CTG),Trainee Engineer
Tayab Mostafa Mamun,Male,1975-01-14,1814171095@yopmail.com,1814171095,Production (SSCL-CTG),Operater
Thaimong Marma,Male,1975-01-14,1814171096@yopmail.com,1814171096,Security,SY.Guard
Thuihalau Marma,Male,1975-01-14,1814171097@yopmail.com,1814171097,Quality Assurance (SCCL-CTG),Helper
Tota Miah,Male,1975-01-14,1814171098@yopmail.com,1814171098,Production (SCCL-DF),Asst.Officer
Uday Som,Male,1975-01-14,1814171099@yopmail.com,1814171099,Production (SCCL-CTG),Trainee Production Engineer
Utpal Komer Prasadi,Male,1975-01-14,1814171100@yopmail.com,1814171100,Production (SCCL-DF),Sr. Deputy General Manager (Plant In-charge)
Uttam Chakraborty,Male,1975-01-14,1814171101@yopmail.com,1814171101,Production (SCCL-CTG),Asst. Manager
Yasin Arafat,Male,1975-01-14,1814171102@yopmail.com,1814171102,Electrical & Instrument (SCCL-CTG),Operator
Zahidul Islam Sayeem,Male,1975-01-14,1814171103@yopmail.com,1814171103,Production,"Engineer, IPE"
Zayed Iqbal Marshal,Male,1975-01-14,1814171104@yopmail.com,1814171104,Production (SCCL-CTG),Sr.Officer
